Participant ID,Nouns/Predicates,TrialNEW,List,Nr,Condition,PredType,AnswerType,Word1,Word2,Rating
5,Predicates,71,1,6,4,V,DiffSubj,brabbelt,brabbelt,300
5,Predicates,72,3,3,2,A,DiffSubj,jonge,jonge,300
5,Predicates,73,2,3,2,V,DiffPred,besproeit,geeft,-156
5,Predicates,74,4,6,1,A,DiffSubj,geweldige,geweldige,300
5,Predicates,75,3,3,4,A,DiffPred,groene,gladde,-198
5,Predicates,76,4,7,2,A,DiffPred,geschikte,matige,-153
5,Predicates,77,4,8,1,V,DiffSubj,gooit,gooit,300
5,Predicates,78,1,3,3,A,DiffPred,geweldige,fantastische,249
5,Predicates,79,2,3,1,V,DiffPred,zingt,luistert,-69
5,Predicates,80,1,2,1,V,DiffSubj,verstopt,verstopt,291
5,Predicates,81,3,7,1,A,DiffPred,magere,leuke,-93
5,Predicates,82,4,8,3,A,DiffPred,blauwe,rode,-165
5,Predicates,83,4,7,2,V,DiffSubj,sterft,sterft,300
5,Predicates,84,3,8,2,V,DiffPred,valt,springt,129
5,Predicates,85,2,7,4,A,DiffPred,paarse,glinsterende,-138
5,Predicates,86,2,7,4,A,DiffSubj,paarse,paarse,300
5,Predicates,87,2,6,3,V,DiffSubj,zingt,zingt,297
5,Predicates,88,2,1,2,V,DiffPred,bereidt,schildert,-108
5,Predicates,89,1,7,4,V,DiffSubj,fluit,fluit,300
5,Predicates,90,1,1,1,V,DiffPred,drinkt,eet,123
5,Predicates,91,1,1,3,A,DiffPred,heldhaftige,dappere,6
5,Predicates,92,3,1,3,V,DiffPred,bidt,helpt,120
5,Predicates,93,2,1,1,V,DiffSubj,koopt,koopt,300
5,Predicates,94,4,7,1,A,DiffSubj,sombere,sombere,300
5,Predicates,95,4,1,3,V,DiffPred,vangt,gooit,72
5,Predicates,96,3,2,1,A,DiffPred,sterke,zwakke,-45
5,Predicates,97,4,1,4,V,DiffPred,danst,valt aan,-117
5,Predicates,98,3,2,3,V,DiffSubj,verstuurt,verstuurt,300
5,Predicates,99,2,1,3,V,DiffSubj,helpt,helpt,300
5,Predicates,100,3,7,1,V,DiffPred,verstuurt,ontvangt,93
5,Predicates,101,3,3,2,V,DiffSubj,besproeit,besproeit,300
5,Predicates,102,4,1,4,A,DiffPred,botte,onbeleefde,138
5,Predicates,103,4,7,3,A,DiffSubj,glimmende,glimmende,300
5,Predicates,104,4,6,4,A,DiffPred,doffe,nieuwe,-138
5,Predicates,105,1,8,4,A,DiffSubj,enge,enge,300
5,Predicates,106,3,8,4,A,DiffSubj,luidruchtige,luidruchtige,300
5,Predicates,107,4,3,4,A,DiffPred,drukke,oranje,-189
5,Predicates,108,2,3,3,A,DiffSubj,energieke,energieke,300
5,Predicates,109,3,8,1,A,DiffSubj,ruwe,ruwe,300
5,Predicates,110,1,1,2,A,DiffPred,enge,dramatische,192
5,Predicates,111,3,1,3,V,DiffPred,helpt,bidt,3
5,Predicates,112,2,3,4,A,DiffSubj,gladde,gladde,87
5,Predicates,113,3,1,4,V,DiffSubj,springt,springt,300
5,Predicates,114,2,7,4,A,DiffPred,glinsterende,paarse,-246
5,Predicates,115,2,8,3,V,DiffPred,krijgt,koopt,-141
5,Predicates,116,3,2,3,V,DiffSubj,ontvangt,ontvangt,300
5,Predicates,117,4,7,3,V,DiffPred,verbergt,verstopt,273
5,Predicates,118,3,8,1,A,DiffPred,ruwe,harde,195
5,Predicates,119,4,1,3,V,DiffPred,gooit,vangt,-54
5,Predicates,120,4,3,4,V,DiffSubj,wint,wint,294
5,Predicates,121,1,7,1,V,DiffSubj,beschermt,beschermt,300
5,Predicates,122,1,7,1,A,DiffPred,depressieve,sombere,228
5,Predicates,123,3,8,4,A,DiffSubj,bruine,bruine,297
5,Predicates,124,3,8,4,V,DiffSubj,schildert,schildert,300
5,Predicates,125,4,8,4,V,DiffSubj,veroordeelt,veroordeelt,300
5,Predicates,126,4,7,3,V,DiffPred,verstopt,verbergt,252
5,Predicates,127,4,2,4,V,DiffPred,fraudeert,sterft,-207
5,Predicates,128,4,3,1,V,DiffPred,betovert,hypnotiseert,120
5,Predicates,129,3,8,1,A,DiffSubj,harde,harde,288
5,Predicates,130,1,1,2,A,DiffPred,dramatische,enge,141
5,Predicates,131,1,7,4,V,DiffSubj,wijst af,wijst af,300
5,Predicates,132,2,3,3,A,DiffSubj,vermoeide,vermoeide,300
5,Predicates,133,1,8,4,V,DiffPred,veroordeelt,typt,-135
5,Predicates,134,1,6,2,V,DiffPred,wint,wandelt,-132
5,Predicates,135,4,7,3,A,DiffSubj,glanzende,glanzende,249
5,Predicates,136,2,7,3,V,DiffSubj,onderzoekt,onderzoekt,288
5,Predicates,137,3,1,4,A,DiffPred,knappe,dove,-102
5,Predicates,138,4,7,1,V,DiffPred,verdedigt,beschermt,189
5,Predicates,139,1,8,2,V,DiffSubj,danst,danst,270
5,Predicates,140,4,8,1,V,DiffSubj,vangt,vangt,300
5,Predicates,141,4,8,1,A,DiffSubj,dappere,dappere,300
5,Predicates,142,3,8,2,A,DiffSubj,dove,dove,300
5,Predicates,143,1,1,1,V,DiffPred,eet,drinkt,111
5,Predicates,144,4,7,1,V,DiffPred,beschermt,verdedigt,114
5,Predicates,145,2,3,3,V,DiffPred,pakt,ziet,3
5,Predicates,146,4,1,4,V,DiffPred,valt aan,danst,111
5,Predicates,147,1,6,4,A,DiffSubj,doffe,doffe,300
5,Predicates,148,3,1,4,A,DiffPred,dove,knappe,234
5,Predicates,149,3,7,1,V,DiffPred,ontvangt,verstuurt,63
5,Predicates,150,1,3,3,A,DiffPred,fantastische,geweldige,273
5,Predicates,151,1,1,1,A,DiffSubj,rode,rode,300
5,Predicates,152,3,2,1,A,DiffPred,zwakke,sterke,96
5,Predicates,153,2,6,4,A,DiffPred,zachte,jonge,-219
5,Predicates,154,4,1,4,A,DiffSubj,botte,botte,300
5,Predicates,155,4,2,1,A,DiffPred,glanzende,glimmende,234
5,Predicates,156,4,6,1,V,DiffSubj,betreedt,betreedt,300
5,Predicates,157,3,8,2,V,DiffPred,springt,valt,219
5,Predicates,158,2,8,3,V,DiffPred,koopt,krijgt,-54
5,Predicates,159,3,3,2,V,DiffSubj,geeft,geeft,297
5,Predicates,160,4,3,4,A,DiffPred,oranje,drukke,-210
5,Predicates,161,1,6,2,V,DiffPred,wandelt,wint,117
5,Predicates,162,4,6,3,A,DiffSubj,verdrietige,verdrietige,300
5,Predicates,163,4,3,4,V,DiffSubj,wandelt,wandelt,300
5,Predicates,164,2,3,1,A,DiffSubj,kwaadaardige,kwaadaardige,300
5,Predicates,165,3,7,3,A,DiffSubj,zwakke,zwakke,300
5,Predicates,166,4,6,1,V,DiffPred,verlaat,betreedt,-24
5,Predicates,167,4,7,2,V,DiffSubj,fraudeert,fraudeert,300
5,Predicates,168,4,6,3,A,DiffSubj,boze,boze,300
5,Predicates,169,3,8,3,A,DiffPred,teleurgestelde,blije,-30
5,Predicates,170,1,2,2,V,DiffPred,fluit,wijst af,78
5,Predicates,171,2,3,4,A,DiffSubj,groene,groene,300
5,Predicates,172,2,1,1,V,DiffSubj,krijgt,krijgt,300
5,Predicates,173,2,7,2,V,DiffPred,traint,kookt,72
5,Predicates,174,4,7,2,A,DiffSubj,geschikte,geschikte,300
5,Predicates,175,3,2,4,V,DiffSubj,traint,traint,276
5,Predicates,176,2,6,3,V,DiffSubj,luistert,luistert,300
5,Predicates,177,1,8,4,V,DiffPred,typt,veroordeelt,-15
5,Predicates,178,4,8,1,A,DiffSubj,heldhaftige,heldhaftige,300
5,Predicates,179,4,2,2,A,DiffSubj,trage,trage,279
5,Predicates,180,3,7,4,V,DiffSubj,schrijft,schrijft,291
5,Predicates,181,1,3,1,A,DiffPred,boze,verdrietige,114
5,Predicates,182,2,6,1,A,DiffPred,vermoeide,energieke,-186
5,Predicates,183,2,1,3,V,DiffSubj,bidt,bidt,279
5,Predicates,184,3,7,2,A,DiffSubj,dankbare,dankbare,285
5,Predicates,185,3,8,3,A,DiffSubj,teleurgestelde,teleurgestelde,300
5,Predicates,186,4,6,1,V,DiffPred,betreedt,verlaat,18
5,Predicates,187,2,3,3,V,DiffSubj,pakt,pakt,285
5,Predicates,188,4,6,1,A,DiffSubj,fantastische,fantastische,291
5,Predicates,189,3,6,3,A,DiffPred,kwaadaardige,bedrieglijke,-78
5,Predicates,190,1,7,1,A,DiffPred,sombere,depressieve,96
5,Predicates,191,2,3,4,V,DiffSubj,bakt,bakt,300
5,Predicates,192,3,7,2,A,DiffPred,dankbare,trouwe,12
7,Nouns,1,1,3,1,A,DiffPred,conducteur,conducteur,300
7,Nouns,2,3,2,1,A,DiffPred,gitarist,gitarist,300
7,Nouns,3,1,3,1,A,DiffPred,machinist,machinist,300
7,Nouns,4,2,6,1,A,DiffPred,groenteman,groenteman,300
7,Nouns,5,2,6,1,A,DiffPred,slager,slager,300
7,Nouns,6,4,8,1,A,DiffSubj,stalker,crimineel,111
7,Nouns,7,3,6,3,A,DiffPred,bezoeker,bezoeker,300
7,Nouns,8,4,2,4,A,DiffPred,meester,meester,300
7,Nouns,9,4,7,4,A,DiffPred,moordenaar,moordenaar,300
7,Nouns,10,3,2,3,A,DiffPred,brandweerman,brandweerman,300
7,Nouns,11,4,8,3,A,DiffPred,verpleegster,verpleegster,300
7,Nouns,12,3,7,3,A,DiffSubj,orthodontist,gijzelaar,-300
7,Nouns,13,2,3,4,A,DiffSubj,smid,piraat,-267
7,Nouns,14,2,3,1,A,DiffPred,hertog,hertog,300
7,Nouns,15,4,8,3,A,DiffPred,leraar,leraar,300
7,Nouns,16,3,6,2,A,DiffPred,prinses,prinses,300
7,Nouns,17,4,2,2,A,DiffSubj,scholier,student,276
7,Nouns,18,4,7,2,A,DiffPred,monteur,monteur,300
7,Nouns,19,3,2,4,A,DiffSubj,brandweerman,dirigent,-264
7,Nouns,20,1,3,3,A,DiffSubj,psycholoog,kind,-300
7,Nouns,21,3,7,2,A,DiffPred,acrobaat,acrobaat,300
7,Nouns,22,4,8,1,A,DiffSubj,crimineel,stalker,162
7,Nouns,23,4,6,3,A,DiffSubj,jager,kapper,-282
7,Nouns,24,3,8,1,A,DiffPred,huisarts,huisarts,300
7,Nouns,25,1,6,2,A,DiffSubj,prinses,prins,201
7,Nouns,26,3,3,2,A,DiffSubj,machinist,conducteur,249
7,Nouns,27,2,1,1,A,DiffPred,jongen,jongen,300
7,Nouns,28,2,3,1,A,DiffSubj,hertog,koning,219
7,Nouns,29,1,6,4,A,DiffSubj,bezoeker,acteur,-288
7,Nouns,30,4,2,4,A,DiffPred,slaaf,slaaf,300
7,Nouns,31,2,7,4,A,DiffSubj,moordenaar,activist,-300
7,Nouns,32,3,8,3,A,DiffPred,minister,minister,300
7,Nouns,33,2,8,4,A,DiffSubj,leraar,verpleegster,-252
7,Nouns,34,2,6,4,A,DiffPred,kapper,kapper,300
7,Nouns,35,4,3,1,A,Opposite,koning,hertog,195
7,Nouns,36,3,7,2,A,DiffPred,goochelaar,goochelaar,300
7,Nouns,37,2,2,4,A,DiffSubj,meester,slaaf,-294
7,Nouns,38,4,6,2,A,DiffSubj,groenteman,slager,186
7,Nouns,39,4,1,4,A,DiffSubj,redacteur,schrijver,210
7,Nouns,40,1,3,3,A,DiffPred,kind,kind,300
7,Nouns,41,2,3,4,A,DiffPred,smid,smid,300
7,Nouns,42,1,1,1,A,DiffSubj,vader,moeder,228
7,Nouns,43,4,2,1,A,DiffPred,student,student,300
7,Nouns,44,3,2,1,A,DiffPred,zanger,zanger,300
7,Nouns,45,2,7,1,A,DiffSubj,agent,monteur,-264
7,Nouns,46,4,6,2,A,DiffSubj,slager,groenteman,177
7,Nouns,47,3,8,3,A,DiffPred,dief,dief,300
7,Nouns,48,1,1,2,A,DiffPred,moeder,moeder,300
7,Nouns,49,3,8,2,A,DiffSubj,huisarts,chirurg,96
7,Nouns,50,2,7,4,A,DiffSubj,activist,moordenaar,-300
7,Nouns,51,2,3,1,A,DiffPred,koning,koning,300
7,Nouns,52,1,6,4,A,DiffSubj,acteur,bezoeker,-300
7,Nouns,53,3,7,2,A,DiffSubj,goochelaar,acrobaat,165
7,Nouns,54,3,2,3,A,DiffPred,dirigent,dirigent,300
7,Nouns,55,1,3,3,A,DiffPred,psycholoog,psycholoog,300
7,Nouns,56,4,8,1,A,DiffPred,stalker,stalker,300
7,Nouns,57,2,1,1,A,DiffSubj,meisje,jongen,237
7,Nouns,58,2,1,1,A,DiffPred,meisje,meisje,300
7,Nouns,59,4,8,1,A,DiffPred,crimineel,crimineel,300
7,Nouns,60,2,3,4,A,DiffSubj,piraat,smid,-276
7,Nouns,61,3,2,1,A,DiffSubj,zanger,gitarist,153
7,Nouns,62,3,3,2,A,DiffSubj,conducteur,machinist,237
7,Nouns,63,1,1,3,A,DiffPred,slachtoffer,slachtoffer,300
7,Nouns,64,1,6,2,A,DiffSubj,prins,prinses,243
7,Nouns,65,1,1,3,A,DiffSubj,inspecteur,slachtoffer,-300
7,Nouns,66,1,7,4,A,DiffPred,gijzelaar,gijzelaar,300
7,Nouns,67,3,2,4,A,DiffSubj,dirigent,brandweerman,-294
7,Nouns,68,4,7,4,A,DiffPred,activist,activist,300
7,Nouns,69,3,6,2,A,DiffPred,prins,prins,300
7,Nouns,70,3,8,2,A,DiffSubj,chirurg,huisarts,135
7,Nouns,71,1,3,3,A,DiffSubj,kind,psycholoog,-300
7,Nouns,72,1,1,3,A,DiffSubj,slachtoffer,inspecteur,-300
7,Nouns,73,3,8,1,A,DiffPred,chirurg,chirurg,300
7,Nouns,74,3,7,3,A,DiffSubj,gijzelaar,orthodontist,-300
7,Nouns,75,4,6,3,A,DiffSubj,kapper,jager,-300
7,Nouns,76,1,1,1,A,DiffSubj,moeder,vader,186
7,Nouns,77,3,7,2,A,DiffSubj,acrobaat,goochelaar,147
7,Nouns,78,4,1,4,A,DiffPred,redacteur,redacteur,300
7,Nouns,79,3,2,1,A,DiffSubj,gitarist,zanger,108
7,Nouns,80,1,1,2,A,DiffPred,vader,vader,300
7,Nouns,81,3,6,3,A,DiffPred,acteur,acteur,300
7,Nouns,82,3,8,4,A,DiffSubj,dief,minister,-300
7,Nouns,83,2,3,4,A,DiffPred,piraat,piraat,300
7,Nouns,84,2,8,4,A,DiffSubj,verpleegster,leraar,-201
7,Nouns,85,2,2,4,A,DiffSubj,slaaf,meester,-300
7,Nouns,86,1,7,4,A,DiffPred,orthodontist,orthodontist,300
7,Nouns,87,3,8,4,A,DiffSubj,minister,dief,-300
7,Nouns,88,2,6,4,A,DiffPred,jager,jager,300
7,Nouns,89,4,2,1,A,DiffPred,scholier,scholier,300
7,Nouns,90,2,7,1,A,DiffSubj,monteur,agent,-273
7,Nouns,91,4,2,2,A,DiffSubj,student,scholier,273
7,Nouns,92,4,1,4,A,DiffPred,schrijver,schrijver,300
7,Nouns,93,2,1,1,A,DiffSubj,jongen,meisje,201
7,Nouns,94,4,7,2,A,DiffPred,agent,agent,300
7,Nouns,95,4,1,4,A,DiffSubj,schrijver,redacteur,132
7,Nouns,96,1,1,3,A,DiffPred,inspecteur,inspecteur,300
7,Predicates,1,1,2,1,V,DiffSubj,verstopt,verstopt,300
7,Predicates,2,1,1,3,A,DiffPred,dappere,heldhaftige,264
7,Predicates,3,1,3,1,V,DiffSubj,hypnotiseert,hypnotiseert,300
7,Predicates,4,1,1,1,V,DiffPred,drinkt,eet,246
7,Predicates,5,1,8,4,V,DiffPred,veroordeelt,typt,-300
7,Predicates,6,4,3,2,V,DiffPred,brabbelt,citeert,0
7,Predicates,7,1,3,3,A,DiffPred,fantastische,geweldige,276
7,Predicates,8,1,3,1,A,DiffPred,boze,verdrietige,30
7,Predicates,9,4,7,2,V,DiffSubj,fraudeert,fraudeert,300
7,Predicates,10,4,6,1,A,DiffSubj,fantastische,fantastische,300
7,Predicates,11,2,3,4,V,DiffPred,zit,bakt,-300
7,Predicates,12,1,3,1,V,DiffSubj,betovert,betovert,300
7,Predicates,13,3,2,3,V,DiffSubj,ontvangt,ontvangt,300
7,Predicates,14,2,7,1,A,DiffSubj,leuke,leuke,300
7,Predicates,15,3,3,2,V,DiffSubj,besproeit,besproeit,300
7,Predicates,16,2,3,4,V,DiffSubj,bakt,bakt,300
7,Predicates,17,3,3,4,A,DiffPred,groene,gladde,-300
7,Predicates,18,4,6,1,V,DiffSubj,verlaat,verlaat,300
7,Predicates,19,2,7,4,A,DiffPred,paarse,glinsterende,-300
7,Predicates,20,4,1,1,V,DiffSubj,drinkt,drinkt,300
7,Predicates,21,2,7,2,V,DiffPred,traint,kookt,-300
7,Predicates,22,4,3,1,V,DiffPred,hypnotiseert,betovert,171
7,Predicates,23,2,3,3,V,DiffPred,pakt,ziet,-300
7,Predicates,24,4,1,4,A,DiffSubj,botte,botte,300
7,Predicates,25,3,7,3,A,DiffSubj,sterke,sterke,300
7,Predicates,26,4,6,1,V,DiffPred,verlaat,betreedt,-72
7,Predicates,27,3,1,3,V,DiffPred,helpt,bidt,-291
7,Predicates,28,4,8,1,V,DiffSubj,gooit,gooit,300
7,Predicates,29,3,7,4,V,DiffPred,vermoordt,schrijft,-300
7,Predicates,30,4,6,1,V,DiffSubj,betreedt,betreedt,300
7,Predicates,31,3,1,4,A,DiffPred,dove,knappe,-300
7,Predicates,32,2,3,3,A,DiffSubj,energieke,energieke,300
7,Predicates,33,4,3,4,V,DiffSubj,wint,wint,300
7,Predicates,34,4,7,4,A,DiffPred,trage,roze,-300
7,Predicates,35,4,1,4,A,DiffPred,onbeleefde,botte,237
7,Predicates,36,4,1,4,A,DiffSubj,onbeleefde,onbeleefde,300
7,Predicates,37,2,3,4,V,DiffPred,bakt,zit,-300
7,Predicates,38,1,6,4,A,DiffSubj,nieuwe,nieuwe,300
7,Predicates,39,2,3,3,V,DiffSubj,pakt,pakt,300
7,Predicates,40,4,8,4,V,DiffSubj,typt,typt,300
7,Predicates,41,4,6,1,V,DiffPred,betreedt,verlaat,-51
7,Predicates,42,4,2,2,A,DiffSubj,trage,trage,300
7,Predicates,43,4,7,2,A,DiffPred,geschikte,matige,-264
7,Predicates,44,3,7,2,A,DiffPred,dankbare,trouwe,111
7,Predicates,45,2,3,3,V,DiffPred,ziet,pakt,-300
7,Predicates,46,2,6,4,A,DiffPred,jonge,zachte,-300
7,Predicates,47,1,3,3,A,DiffPred,geweldige,fantastische,270
7,Predicates,48,3,8,1,A,DiffPred,harde,ruwe,75
7,Predicates,49,2,6,4,A,DiffPred,zachte,jonge,-300
7,Predicates,50,4,7,2,A,DiffSubj,geschikte,geschikte,300
7,Predicates,51,4,8,1,A,DiffSubj,heldhaftige,heldhaftige,300
7,Predicates,52,2,8,4,A,DiffPred,bruine,luidruchtige,-300
7,Predicates,53,2,3,1,V,DiffPred,luistert,zingt,-285
7,Predicates,54,1,3,1,A,DiffPred,verdrietige,boze,123
7,Predicates,55,4,2,4,V,DiffPred,sterft,fraudeert,-300
7,Predicates,56,2,7,4,A,DiffSubj,paarse,paarse,300
7,Predicates,57,4,2,2,A,DiffSubj,roze,roze,300
7,Predicates,58,3,7,2,A,DiffPred,trouwe,dankbare,99
7,Predicates,59,4,7,3,V,DiffPred,verstopt,verbergt,285
7,Predicates,60,1,6,4,V,DiffSubj,citeert,citeert,300
7,Predicates,61,2,1,2,V,DiffPred,schildert,bereidt,-300
7,Predicates,62,2,2,1,V,DiffPred,onderzoekt,controleert,216
7,Predicates,63,3,8,2,V,DiffPred,valt,springt,-138
7,Predicates,64,1,7,1,A,DiffPred,sombere,depressieve,210
7,Predicates,65,4,3,4,A,DiffPred,oranje,drukke,-300
7,Predicates,66,4,6,4,A,DiffPred,nieuwe,doffe,-300
7,Predicates,67,4,7,1,A,DiffSubj,sombere,sombere,300
7,Predicates,68,2,1,2,V,DiffPred,bereidt,schildert,-300
7,Predicates,69,3,8,1,A,DiffSubj,harde,harde,300
7,Predicates,70,1,7,1,V,DiffSubj,verdedigt,verdedigt,300
7,Predicates,71,4,3,1,V,DiffPred,betovert,hypnotiseert,186
7,Predicates,72,4,8,3,A,DiffPred,blauwe,rode,-300
7,Predicates,73,2,1,1,V,DiffSubj,krijgt,krijgt,300
7,Predicates,74,4,1,3,V,DiffPred,gooit,vangt,75
7,Predicates,75,3,8,4,V,DiffSubj,bereidt,bereidt,300
7,Predicates,76,3,8,4,A,DiffSubj,luidruchtige,luidruchtige,300
7,Predicates,77,1,1,2,A,DiffPred,dramatische,enge,45
7,Predicates,78,2,6,1,A,DiffPred,vermoeide,energieke,-300
7,Predicates,79,1,8,2,V,DiffSubj,valt aan,valt aan,300
7,Predicates,80,2,7,1,A,DiffSubj,magere,magere,300
7,Predicates,81,3,7,4,V,DiffSubj,schrijft,schrijft,300
7,Predicates,82,2,3,3,V,DiffSubj,ziet,ziet,300
7,Predicates,83,4,7,1,A,DiffSubj,depressieve,depressieve,300
7,Predicates,84,1,8,4,V,DiffPred,typt,veroordeelt,-300
7,Predicates,85,1,7,4,V,DiffSubj,wijst af,wijst af,300
7,Predicates,86,4,6,4,A,DiffPred,doffe,nieuwe,-300
7,Predicates,87,3,7,1,V,DiffPred,verstuurt,ontvangt,72
7,Predicates,88,1,2,2,V,DiffPred,fluit,wijst af,-300
7,Predicates,89,3,2,4,V,DiffSubj,kookt,kookt,300
7,Predicates,90,2,8,4,A,DiffPred,luidruchtige,bruine,-300
7,Predicates,91,3,8,1,A,DiffSubj,ruwe,ruwe,300
7,Predicates,92,3,8,4,A,DiffSubj,bruine,bruine,300
7,Predicates,93,2,3,1,V,DiffPred,zingt,luistert,-81
7,Predicates,94,3,1,4,A,DiffPred,knappe,dove,-300
7,Predicates,95,4,7,1,V,DiffPred,beschermt,verdedigt,291
7,Predicates,96,4,8,4,V,DiffSubj,veroordeelt,veroordeelt,300
7,Predicates,97,4,7,3,A,DiffSubj,glimmende,glimmende,300
7,Predicates,98,2,6,3,V,DiffSubj,luistert,luistert,300
7,Predicates,99,1,1,1,A,DiffSubj,rode,rode,300
7,Predicates,100,2,8,3,V,DiffPred,koopt,krijgt,51
7,Predicates,101,2,1,3,V,DiffSubj,bidt,bidt,300
7,Predicates,102,4,2,1,A,DiffPred,glanzende,glimmende,258
7,Predicates,103,3,3,2,A,DiffSubj,jonge,jonge,300
7,Predicates,104,1,6,4,V,DiffSubj,brabbelt,brabbelt,300
7,Predicates,105,1,6,4,A,DiffSubj,doffe,doffe,300
7,Predicates,106,2,7,3,V,DiffSubj,onderzoekt,onderzoekt,300
7,Predicates,107,3,7,4,V,DiffSubj,vermoordt,vermoordt,300
7,Predicates,108,3,1,4,V,DiffSubj,springt,springt,300
7,Predicates,109,2,8,3,V,DiffPred,krijgt,koopt,63
7,Predicates,110,3,8,2,V,DiffPred,springt,valt,63
7,Predicates,111,2,3,2,V,DiffPred,besproeit,geeft,-300
7,Predicates,112,1,1,1,V,DiffPred,eet,drinkt,177
7,Predicates,113,4,1,3,V,DiffPred,vangt,gooit,54
7,Predicates,114,3,2,1,A,DiffPred,sterke,zwakke,-78
7,Predicates,115,3,2,4,V,DiffSubj,traint,traint,300
7,Predicates,116,4,7,1,V,DiffPred,verdedigt,beschermt,246
7,Predicates,117,2,7,4,A,DiffSubj,glinsterende,glinsterende,300
7,Predicates,118,3,6,3,A,DiffPred,bedrieglijke,kwaadaardige,60
7,Predicates,119,3,8,1,A,DiffPred,ruwe,harde,93
7,Predicates,120,1,8,4,A,DiffSubj,dramatische,dramatische,300
7,Predicates,121,1,8,4,A,DiffSubj,enge,enge,300
7,Predicates,122,2,2,1,V,DiffPred,controleert,onderzoekt,156
7,Predicates,123,1,2,1,V,DiffSubj,verbergt,verbergt,300
7,Predicates,124,2,7,3,V,DiffSubj,controleert,controleert,300
7,Predicates,125,4,8,1,A,DiffSubj,dappere,dappere,300
7,Predicates,126,4,7,2,V,DiffSubj,sterft,sterft,300
7,Predicates,127,2,3,4,V,DiffSubj,zit,zit,300
7,Predicates,128,3,7,1,V,DiffPred,ontvangt,verstuurt,39
7,Predicates,129,3,8,3,A,DiffPred,blije,teleurgestelde,-69
7,Predicates,130,4,2,1,A,DiffPred,glimmende,glanzende,162
7,Predicates,131,4,3,4,V,DiffSubj,wandelt,wandelt,300
7,Predicates,132,4,8,3,A,DiffPred,rode,blauwe,-300
7,Predicates,133,2,3,4,A,DiffSubj,groene,groene,300
7,Predicates,134,3,8,4,V,DiffSubj,schildert,schildert,300
7,Predicates,135,2,3,1,A,DiffSubj,kwaadaardige,kwaadaardige,300
7,Predicates,136,4,7,3,V,DiffPred,verbergt,verstopt,282
7,Predicates,137,3,8,3,A,DiffSubj,blije,blije,300
7,Predicates,138,3,8,2,A,DiffSubj,dove,dove,300
7,Predicates,139,3,7,2,A,DiffSubj,trouwe,trouwe,300
7,Predicates,140,1,7,1,A,DiffPred,depressieve,sombere,195
7,Predicates,141,3,8,2,A,DiffSubj,knappe,knappe,300
7,Predicates,142,4,3,4,A,DiffPred,drukke,oranje,-300
7,Predicates,143,1,1,2,A,DiffPred,enge,dramatische,63
7,Predicates,144,1,7,4,V,DiffSubj,fluit,fluit,300
7,Predicates,145,4,6,3,A,DiffSubj,verdrietige,verdrietige,300
7,Predicates,146,2,7,2,V,DiffPred,kookt,traint,-300
7,Predicates,147,4,7,2,A,DiffSubj,matige,matige,300
7,Predicates,148,2,6,1,A,DiffPred,energieke,vermoeide,-198
7,Predicates,149,3,2,1,A,DiffPred,zwakke,sterke,-108
7,Predicates,150,4,1,4,A,DiffPred,botte,onbeleefde,255
7,Predicates,151,3,1,4,V,DiffSubj,valt,valt,300
7,Predicates,152,3,7,3,A,DiffSubj,zwakke,zwakke,300
7,Predicates,153,1,6,2,V,DiffPred,wint,wandelt,-300
7,Predicates,154,3,3,2,V,DiffSubj,geeft,geeft,300
7,Predicates,155,3,7,1,A,DiffPred,leuke,magere,-300
7,Predicates,156,3,8,3,A,DiffSubj,teleurgestelde,teleurgestelde,300
7,Predicates,157,2,3,1,A,DiffSubj,bedrieglijke,bedrieglijke,300
7,Predicates,158,1,7,1,V,DiffSubj,beschermt,beschermt,300
7,Predicates,159,4,7,3,A,DiffSubj,glanzende,glanzende,300
7,Predicates,160,2,7,4,A,DiffPred,glinsterende,paarse,-300
7,Predicates,161,3,8,3,A,DiffPred,teleurgestelde,blije,-144
7,Predicates,162,2,3,4,A,DiffSubj,gladde,gladde,300
7,Predicates,163,4,1,1,V,DiffSubj,eet,eet,300
7,Predicates,164,2,1,1,V,DiffSubj,koopt,koopt,300
7,Predicates,165,3,1,3,V,DiffPred,bidt,helpt,-300
7,Predicates,166,4,6,2,A,DiffSubj,drukke,drukke,300
7,Predicates,167,3,7,1,A,DiffPred,magere,leuke,-300
7,Predicates,168,1,2,2,V,DiffPred,wijst af,fluit,-300
7,Predicates,169,3,3,2,A,DiffSubj,zachte,zachte,300
7,Predicates,170,1,1,3,A,DiffPred,heldhaftige,dappere,252
7,Predicates,171,4,7,2,A,DiffPred,matige,geschikte,-300
7,Predicates,172,4,8,1,V,DiffSubj,vangt,vangt,300
7,Predicates,173,1,8,2,V,DiffSubj,danst,danst,300
7,Predicates,174,1,6,2,V,DiffPred,wandelt,wint,-300
7,Predicates,175,4,2,4,V,DiffPred,fraudeert,sterft,-300
7,Predicates,176,4,7,4,A,DiffPred,roze,trage,-300
7,Predicates,177,3,7,2,A,DiffSubj,dankbare,dankbare,300
7,Predicates,178,2,3,3,A,DiffSubj,vermoeide,vermoeide,300
7,Predicates,179,4,6,3,A,DiffSubj,boze,boze,300
7,Predicates,180,4,1,4,V,DiffPred,danst,valt aan,-213
7,Predicates,181,3,3,4,A,DiffPred,gladde,groene,-300
7,Predicates,182,4,6,2,A,DiffSubj,oranje,oranje,300
